0 0 6 5
1 0 3 7
2 0 3 7
3 0 3 7
4 0 4 6
5 0 2 7
6 0 4 6
7 0 4 6
8 0 4 6
9 0 4 7
10 0 5 6
11 0 6 5
12 0 6 5
13 0 6 5
14 0 7 3
15 0 7 2
16 0 7 1
17 0 7 0
18 0 7 -1
19 0 7 -1
20 0 7 0
21 0 7 -1
22 0 7 -1
23 0 8 1
24 0 7 2
25 0 8 1
26 0 7 2
27 0 7 2
28 0 7 3
29 0 7 3
30 0 6 5
31 0 6 4
32 0 6 5
33 0 6 4
34 0 5 6
35 0 7 3
36 0 6 5
37 0 6 4
38 0 6 5
39 0 6 4
40 0 7 3
41 0 7 2
42 0 7 3
43 0 7 2
44 0 7 3
45 0 7 3
46 0 7 4
47 0 7 2
48 0 8 1
49 0 8 -1
50 0 8 0
51 0 8 -2
52 0 8 -1
53 0 8 -2
54 0 7 -4
55 0 6 -5
56 0 7 -1
57 0 6 -4
58 0 7 -3
59 0 7 -2
60 0 6 -4
61 0 6 -4
62 0 6 -4
63 0 5 -6
64 0 6 -4
65 0 7 -3
66 0 6 -5
67 0 6 -5
68 0 6 -4
69 0 7 -4
70 0 7 -3
71 0 7 -2
72 0 6 -4
73 0 7 -2
74 0 7 0
75 0 7 1
76 0 7 -1
77 0 7 -1
78 0 7 0
79 0 7 0
80 0 7 -2
81 0 7 -4
82 0 8 -1
83 0 8 -1
84 0 8 0
85 0 8 -1
86 0 8 -2
87 0 8 -2
88 0 8 -2
89 0 8 -2
90 0 8 -2
91 0 8 -2
92 0 7 -3
93 0 8 -2
94 0 8 -1
95 0 8 0
96 0 7 -2
97 0 8 0
98 0 8 0
99 0 8 0
100 0 8 -2
101 0 8 0
102 0 8 1
103 0 8 -3
104 0 7 -4
105 0 7 -3
106 0 7 -3
107 0 7 -2
108 0 7 -2
109 0 7 -3
110 0 7 -2
111 0 5 -5
112 0 7 -3
113 0 7 -2
114 0 7 -3
115 0 7 -1
116 0 7 -2
117 0 6 -3
118 0 6 -3
119 0 7 -3
120 0 7 -2
121 0 7 -2
122 0 7 0
123 0 6 -3
124 0 7 -1
125 0 7 -1
126 0 6 -3
127 0 7 -2
128 0 7 -1
129 0 7 -2
130 0 7 -2
131 0 7 -2
132 0 7 -2
133 0 7 -2
134 0 8 0
135 0 8 -1
136 0 8 -1
137 0 8 -2
138 0 7 -4
139 0 8 0
140 0 8 -1
141 0 8 0
142 0 8 -2
143 0 8 1
144 0 7 -3
145 0 8 -2
146 0 7 -3
147 0 8 -1
148 0 8 -2
149 0 8 -2
150 0 7 -3
151 0 7 -3
152 0 8 -1
153 0 8 -1
154 0 8 0
155 0 8 -2
156 0 8 -1
157 0 8 1
158 0 8 0
159 0 8 0
160 0 8 0
161 0 8 0
162 0 8 0
163 0 8 1
164 0 8 -1
165 0 7 0
166 0 7 1
167 0 7 0
168 0 7 0
169 0 7 0
170 0 7 0
171 0 7 -1
172 0 7 0
173 0 7 -1
174 0 7 -1
175 0 7 -2
176 0 7 -1
177 0 7 0
178 0 7 2
179 0 7 1
180 0 7 0
181 0 7 0
182 0 7 0
183 0 7 -1
184 0 7 0
185 0 7 -1
186 0 7 -1
187 0 7 2
188 0 8 0
189 0 8 -1
190 0 7 -2
191 0 8 0
192 0 8 -1
